Class,.id,SYMBOL,Process.category,Description,释义,Number.of.founder.sets,Number.of.genes
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Serpinb2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sgk1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Shox2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sidt1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sidt2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Skil,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc12a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc12a2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc12a1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc16a7,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc25a23,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc29a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc30a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc38a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc5a5,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc6a14,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc6a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Slc6a2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Smpx,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sncb,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Snn,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sox10,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sox8,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sox9,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sphk2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sprr3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sprr1b,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sprr1a,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sptbn2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sptbn1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sptbn4,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sptb,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Sstr4,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Stag3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Stag2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Stag1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Synpo,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tas2r108,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tcf7l1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tcf7l2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tcl1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tenm2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tenm3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tenm4,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tent5c,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tent5a,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tex15,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tfap2b,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tfap2a,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tfcp2l1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ubp1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tff2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tg,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tgfb2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tgm1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tgm4,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Thnsl2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Thrb,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tlx1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tnni3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tnni2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tnni1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Tshb,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b38,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b34,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b37,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b35,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b36,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2b5,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2a3,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ugt2a2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Upk3b,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Vpreb2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Vpreb1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Vps50,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Wnt16,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ybx2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ypel1,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Ypel2,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Zbtb16,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Zc2hc1c,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Zfp112,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Zfp94,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,Zfp235,Signaling,"KRAS signaling, down-regulated genes",KRAS通路 下调基因,16,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Abcb1a,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Abcb1b,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Abcb4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Abcb11,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ace,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adam17,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adam8,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adamdec1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adam28,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adgra2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adgra3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Adgrl4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Akap12,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Akt2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Akt3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh1a2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh1a7,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh1a1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh1a3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh1b1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Aldh2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ammecr1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ammecr1l,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Angptl4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ank,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ano1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ano2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ano3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Anxa10,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Apod,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Arg1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Atg10,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Avl9,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Birc3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Birc2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Naip5,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Naip6,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Naip1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Naip2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Bmp2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Bpgm,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Btbd3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Btc,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,C3ar1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Car2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cab39l,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cbl,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cbr4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cbx8,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ccl20,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ccnd2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ccnd1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ccnd3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ccser2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cd37,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cd82,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cdadc1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cfb,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cfh,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cfhr4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cfhr2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cfhr1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cidea,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cidec,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4a3,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4a1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4a2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4a4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4b1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4b2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4d,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Clec4n,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cmklr1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cpe,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Crot,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Csf2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Csf2ra,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Il3ra,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ctss,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Ctsk,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cxcl10,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Cxcr4,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Dcbld2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Dnmbp,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Dock2,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Dock1,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,Dock5,Signaling,"KRAS signaling, up-regulated genes",KRAS通路 上调基因,14,200
