Class,.id,SYMBOL,Process.category,Description,释义,Number.of.founder.sets,Number.of.genes
E2F_TARGETS,HALLMARK_E2F_TARGETS,Ube2t,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Ubr7,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Ung,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Usp1,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Wdr90,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Wee1,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Xpo1,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Xrcc6,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
E2F_TARGETS,HALLMARK_E2F_TARGETS,Zw10,Proliferation,E2F targets,参与哺乳动物细胞中DNA的细胞周期调控和合成,420,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Abi3bp,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Acta2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Actg2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Acta1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Actc1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Actbl2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Actb,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Adam12,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Adam19,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Anpep,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Aplp1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Areg,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Basp1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bdnf,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bgn,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Bmp1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Tll1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Tll2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cadm1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cald1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Calu,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cap2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Capg,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Ccn1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Ccn2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cd44,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cd59b,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cd59a,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh11,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh8,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh9,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh6,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh10,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh12,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh22,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh20,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh24,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh7,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh3,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh4,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Cdh19,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col11a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a4,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a3,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col16a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col5a3,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col24a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a6,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col27a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col2a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col3a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col4a5,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col5a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col5a2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col7a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col1a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col1a2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col12a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col14a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Wdr33,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col6a2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col6a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col6a3,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col6a4,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col6a6,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col8a2,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Col8a1,Development,Epithelial mesenchymal transition,上皮间充质转化，在胚胎发育、慢性炎症、组织重建、癌症转移和多种纤维化疾病中发挥了重要作用,107,200
